area,coverage,variable,value
46552,Female,        High school graduate or higher,0
46554,Total,        High school graduate or higher,0
46554,Male,        High school graduate or higher,0
46554,Female,        High school graduate or higher,0
46556,Total,        High school graduate or higher,5
46556,Male,        High school graduate or higher,0
46556,Female,        High school graduate or higher,5
46561,Total,        High school graduate or higher,34
46561,Male,        High school graduate or higher,11
46561,Female,        High school graduate or higher,23
46563,Total,        High school graduate or higher,75
46563,Male,        High school graduate or higher,15
46563,Female,        High school graduate or higher,60
46573,Total,        High school graduate or higher,0
46573,Male,        High school graduate or higher,0
46573,Female,        High school graduate or higher,0
46574,Total,        High school graduate or higher,14
46574,Male,        High school graduate or higher,0
46574,Female,        High school graduate or higher,14
46595,Total,        High school graduate or higher,0
46595,Male,        High school graduate or higher,0
46595,Female,        High school graduate or higher,0
46601,Total,        High school graduate or higher,17
46601,Male,        High school graduate or higher,5
46601,Female,        High school graduate or higher,12
46613,Total,        High school graduate or higher,90
46613,Male,        High school graduate or higher,47
46613,Female,        High school graduate or higher,43
46614,Total,        High school graduate or higher,59
46614,Male,        High school graduate or higher,32
46614,Female,        High school graduate or higher,27
46615,Total,        High school graduate or higher,17
46615,Male,        High school graduate or higher,0
46615,Female,        High school graduate or higher,17
46616,Total,        High school graduate or higher,3
46616,Male,        High school graduate or higher,3
46616,Female,        High school graduate or higher,0
46617,Total,        High school graduate or higher,18
46617,Male,        High school graduate or higher,14
46617,Female,        High school graduate or higher,4
46619,Total,        High school graduate or higher,55
46619,Male,        High school graduate or higher,39
46619,Female,        High school graduate or higher,16
46624,Total,        High school graduate or higher,0
46624,Male,        High school graduate or higher,0
46624,Female,        High school graduate or higher,0
46628,Total,        High school graduate or higher,8
46628,Male,        High school graduate or higher,0
46628,Female,        High school graduate or higher,8
46635,Total,        High school graduate or higher,0
46635,Male,        High school graduate or higher,0
46635,Female,        High school graduate or higher,0
46637,Total,        High school graduate or higher,60
46637,Male,        High school graduate or higher,43
46637,Female,        High school graduate or higher,17
"St. Joseph County, Indiana",Total,        Bachelor's degree or higher,144
"St. Joseph County, Indiana",Male,        Bachelor's degree or higher,73
"St. Joseph County, Indiana",Female,        Bachelor's degree or higher,71
46506,Total,        Bachelor's degree or higher,26
46506,Male,        Bachelor's degree or higher,0
46506,Female,        Bachelor's degree or higher,26
46530,Total,        Bachelor's degree or higher,42
46530,Male,        Bachelor's degree or higher,33
46530,Female,        Bachelor's degree or higher,9
46536,Total,        Bachelor's degree or higher,0
46536,Male,        Bachelor's degree or higher,0
46536,Female,        Bachelor's degree or higher,0
46544,Total,        Bachelor's degree or higher,0
46544,Male,        Bachelor's degree or higher,0
46544,Female,        Bachelor's degree or higher,0
46545,Total,        Bachelor's degree or higher,9
46545,Male,        Bachelor's degree or higher,0
46545,Female,        Bachelor's degree or higher,9
46550,Total,        Bachelor's degree or higher,0
46550,Male,        Bachelor's degree or higher,0
46550,Female,        Bachelor's degree or higher,0
46552,Total,        Bachelor's degree or higher,0
46552,Male,        Bachelor's degree or higher,0
46552,Female,        Bachelor's degree or higher,0
46554,Total,        Bachelor's degree or higher,0
46554,Male,        Bachelor's degree or higher,0
46554,Female,        Bachelor's degree or higher,0
46556,Total,        Bachelor's degree or higher,5
46556,Male,        Bachelor's degree or higher,0
46556,Female,        Bachelor's degree or higher,5
46561,Total,        Bachelor's degree or higher,21
46561,Male,        Bachelor's degree or higher,0
46561,Female,        Bachelor's degree or higher,21
46563,Total,        Bachelor's degree or higher,3
46563,Male,        Bachelor's degree or higher,0
46563,Female,        Bachelor's degree or higher,3
46573,Total,        Bachelor's degree or higher,0
46573,Male,        Bachelor's degree or higher,0
46573,Female,        Bachelor's degree or higher,0
46574,Total,        Bachelor's degree or higher,0
46574,Male,        Bachelor's degree or higher,0
46574,Female,        Bachelor's degree or higher,0
46595,Total,        Bachelor's degree or higher,0
46595,Male,        Bachelor's degree or higher,0
46595,Female,        Bachelor's degree or higher,0
46601,Total,        Bachelor's degree or higher,5
46601,Male,        Bachelor's degree or higher,5
46601,Female,        Bachelor's degree or higher,0
46613,Total,        Bachelor's degree or higher,0
46613,Male,        Bachelor's degree or higher,0
